action2_delta,action2_pulse,mapped_physical_delta_nominal,reached_trigger,safe,termination_reason,start_forward_ft,start_cross_ft,start_lateral_speed_fps,start_roll_deg,start_alt_ft,pulse_end_cross_ft,pulse_end_lateral_speed_fps,pulse_end_roll_deg,pulse_end_alt_ft,recovery_cross_ft,recovery_lateral_speed_fps,recovery_roll_deg,recovery_alt_ft,delta_lat_speed_pulse,delta_cross_pulse,actual_aileron_cmd_start,actual_aileron_cmd_pulse_end,actual_aileron_cmd_delta,max_abs_cross_during_case
-0.4,-0.63,-0.0104,True,True,,235.48909338932046,-2.3924175913882735,-0.07325595988531723,-2.912635586755809,301.75146443976746,-2.6997338119374845,-0.3129656679575016,-3.119268333559794,301.1926237573807,-3.5264127974599875,-0.5033190518873066,-2.919214959102544,300.72189590292965,-0.23970970807218434,-0.30731622054921104,0.18496999989151955,0.17457000012397766,-0.010399999767541884,4.161966727676076
-0.2,-0.43000000000000005,-0.0052,True,True,,235.48909338932046,-2.3924175913882735,-0.07325595988531723,-2.912635586755809,301.75146443976746,-2.6394298722835874,-0.2331841476748519,-3.0099519381252855,301.1908069985111,-3.2231367636227706,-0.36326008409999105,-2.9100520840835578,300.72224899810317,-0.15992818778953466,-0.2470122808953139,0.18496999989151955,0.17976999981403352,-0.005200000077486028,4.161966727676076
0.0,-0.23,0.0,True,True,,235.48909338932046,-2.3924175913882735,-0.07325595988531723,-2.912635586755809,301.75146443976746,-2.57907738682124,-0.15331694881424024,-2.900610482082917,301.1889213917266,-2.91971194783451,-0.2231400927391728,-2.9010433092746215,300.7223977909889,-0.08006098892892301,-0.18665979543296674,0.18496999989151955,0.18496999989151955,0.0,4.161966727676076
0.2,-0.03,0.0052,True,True,,235.48909338932046,-2.3924175913882735,-0.07325595988531723,-2.912635586755809,301.75146443976746,-2.518677668404268,-0.07336821566907836,-2.791243145656118,301.1869667059791,-2.6161985672470762,-0.08302711407325192,-2.892161900649509,300.7223426102514,-0.00011225578376113099,-0.12626007701599473,0.18496999989151955,0.19017000001743437,0.0052000001259148165,4.161966727676076
0.4,0.17,0.0104,True,True,,235.48909338932046,-2.3924175913882735,-0.07325595988531723,-2.912635586755809,301.75146443976746,-2.458232063888423,0.0066577281715829995,-2.68184918114914,301.18494292175865,-2.312658242252653,0.057008457558420114,-2.8833784972655643,300.7220829775174,0.07991368805690023,-0.06581447250014971,0.18496999989151955,0.19537000004649163,0.010400000154972083,4.161966727676076
