forward_ft,position_error_ft,cross_track_ft,altitude_ft,forward_speed_fps,lateral_speed_fps,mission_ground_forward_speed_fps,mission_ground_cross_speed_fps,vertical_speed_fps,pitch_deg,roll_deg,pitch_rate_rad_s,heading_error_deg,physical_collective_cmd,physical_elevator_cmd,physical_aileron_cmd,physical_rudder_cmd,v_des_fps,collective_correction,elevator_residual,action0,action1,action2,action3,time_s,phase
81.43138133366114,218.56861866633886,-3.4790021891196705,298.64772025813954,10.240412675543915,-0.15537715888232626,10.244839355046846,-0.1813874942099811,0.24559344554517176,-0.8180603155243122,-2.7308913024887103,0.005994379179969323,-0.03994950024188894,0.6121894118189811,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.2337422440384529,-1.0,-0.2603529393672943,-0.9862750172615051,-0.23000000417232513,0.0,0.075,baseline
82.20021522222757,217.79978477777243,-3.492496095062013,298.6672271254738,10.257681160000592,-0.1511914232491661,10.262257664222368,-0.17861549613401909,0.2754540953476483,-0.7802832577877392,-2.736115967902208,0.011709557808101222,-0.0413692639948841,0.612115119099617,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.23109717879039307,-1.0,-0.26282936334609985,-0.9862750172615051,-0.23000000417232513,0.0,0.15,baseline
82.97042664403968,217.02957335596034,-3.505803369203358,298.6891109366784,10.27718373727874,-0.1475581614618762,10.281777514024952,-0.1763599126083122,0.3083545688655555,-0.7245501412477472,-2.7464493183039855,0.013858090076235445,-0.042372722967800945,0.6120204496383667,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.2269286947940682,-1.0,-0.26598501205444336,-0.9862750172615051,-0.23000000417232513,0.0,0.22499999999999998,baseline
83.74212295478678,216.2578770452132,-3.5189552117285157,298.7134990362829,10.297087361167353,-0.14456703471942525,10.301626268224616,-0.17446285983825474,0.34202859451394096,-0.6649576561853687,-2.7573512414009,0.01358504622421669,-0.041704986780008065,0.6119174206256867,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.22232412363578163,-1.0,-0.2694193124771118,-0.9862750172615051,-0.23000000417232513,0.0,0.3,baseline
84.51524023958657,215.48475976041343,-3.5319774247386144,298.74041230269177,10.31519315788661,-0.14229564633165173,10.31964457459717,-0.1728976873169923,0.3755871865975965,-0.6079679264499567,-2.7665148878194157,0.012771417902562792,-0.038844586884734834,0.6118009018898011,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.2175515975698406,-1.0,-0.2733032703399658,-0.9862750172615051,-0.23000000417232513,0.0,0.375,baseline
85.28960423858089,214.7103957614191,-3.544893248813813,298.7698223138477,10.330722176631095,-0.1407208503684932,10.335056157566717,-0.1716140644561449,0.4085502153070179,-0.5539923875370293,-2.774131568801243,0.012202739464867192,-0.033763802860463966,0.6116815426945686,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.21271716852753542,-1.0,-0.27728191018104553,-0.9862750172615051,-0.23000000417232513,0.0,0.44999999999999996,baseline
86.06501997854909,213.9349800214509,-3.557721235504661,298.8016738693118,10.343765086322481,-0.13976478481029375,10.347943208032879,-0.1705447230185284,0.4406686840511218,-0.5018049527350413,-2.780859219458393,0.011893456787047004,-0.026627688339633106,0.6115637508034706,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.20787930474772606,-1.0,-0.2812083065509796,-0.9862750172615051,-0.23000000417232513,0.0,0.525,baseline
86.84130797487613,213.15869202512386,-3.570475302276704,298.83589921413113,10.354575341401755,-0.13934474024567017,10.358554936015052,-0.16963481385033302,0.47184310678990493,-0.45062716772637834,-2.7869829538337143,0.011675936486132361,-0.017646365395509275,0.6114463102817536,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.20306954183451142,-1.0,-0.28512299060821533,-0.9862750172615051,-0.23000000417232513,0.0,0.6,baseline
87.61830420810546,212.38169579189454,-3.583165811781454,298.8724263727531,10.363301289910837,-0.13938256543638938,10.367041176481685,-0.16884357280872245,0.5020496927904025,-0.4002977378180083,-2.7925245066080184,0.01145344970067962,-0.007042847542743953,0.6113280346989631,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.19830185076127746,-1.0,-0.28906551003456116,-0.9862750172615051,-0.23000000417232513,0.0,0.6749999999999999,baseline
88.39585202078968,211.60414797921032,-3.5958003655543314,298.9111828099144,10.369996032331926,-0.13980022919952279,10.373458922574454,-0.1681370956615361,0.5312915708664795,-0.3509008275975944,-2.7974567039443308,0.011209488139200897,0.0049413126598179214,0.6112088704109192,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.19358124568255794,-1.0,-0.29303765296936035,-0.9862750172615051,-0.23000000417232513,0.0,0.75,baseline
89.1737975811886,210.82620241881142,-3.6083841561950316,298.9520964621993,10.374683099053,-0.14051793282275615,10.377835546433662,-0.1674847438873515,0.5595767947207467,-0.3025202488573897,-2.801779841070258,0.010956554581329311,0.018041846073842117,0.6110890918970108,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.18890952719859022,-1.0,-0.2970302700996399,-0.9862750172615051,-0.23000000417232513,0.0,0.825,baseline
89.95198918077521,210.04801081922477,-3.6209201627497682,298.99509585194255,10.377390989658895,-0.14145515874149273,10.380202668869863,-0.16685870572733696,0.5869122223227972,-0.2551848824649136,-2.8055192690098028,0.010705411629332764,0.031975416814994634,0.610968878865242,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.18428789076753205,-1.0,-0.30103737115859985,-0.9862750172615051,-0.23000000417232513,0.0,0.8999999999999999,baseline
90.73027783039866,209.26972216960132,-3.6334094397157677,299.0401099505498,10.378157768334356,-0.14253231440451267,10.380600947466364,-0.16623431830163132,0.613303345860529,-0.20889307296843354,-2.808709674137303,0.010459323435711185,0.046446667953392674,0.6108483019471168,-0.1795196256041527,0.18496999989151955,0.39,9.0,0.17971765776298781,-1.0,-0.3050566017627716,-0.9862750172615051,-0.23000000417232513,0.0,0.975,baseline
