phase,time_s,teacher_action0,teacher_action1,teacher_action2,teacher_action3,hold_s,forward_ft,position_error_ft,cross_track_ft,altitude_ft,forward_speed_fps,lateral_speed_fps,mission_ground_forward_speed_fps,mission_ground_cross_speed_fps,vertical_speed_fps,heading_error_rad,heading_error_deg,pitch_rad,roll_rad,roll_rate_rad_s,pitch_rate_rad_s,yaw_rate_rad_s,rotor_rpm,physical_collective_cmd,physical_elevator_cmd,physical_aileron_cmd,physical_rudder_cmd,vs_des_fps,vertical_bias_effective,collective_residual,mapped_physical_elevator_cmd,settle30_s,mode,vertical_bias_state,feedforward_mode,feedforward_collective,requested_physical_collective,applied_physical_collective,hover9_s,touchdown_elapsed_s,ramp_baseline_collective,ramp_rate_per_s,contact_collective_reference,vs_error_fps,desired_physical_collective,wow_detected,max_compression_ft,target_landed_collective,landed_hold_s
capture_to_9ft,493.949999999948,-1.0,0.584296703338623,0.1457901895046234,0.0,,298.0808482220578,1.9191517779422043,-2.4541991365469262,9.59249787296676,-0.00016883943256116966,0.3021329707012092,0.0016434061478738029,0.30189508825682737,0.011942564720226461,-0.0057091333440371095,-0.3271092452907366,-0.007424859953307548,-0.04373333683835732,-0.0014495099565339487,-1.926275097860916e-05,0.0007982427077327886,324.19390095317874,0.5610025140869613,-0.17903925824165343,0.19474054492712023,0.39,-0.05916241768327382,,,-0.17903925824165343,,,,local_extrapolation,0.5619899047754255,0.5610025140869613,0.5610025140869613,0.0,,,,,,,,,,
capture_to_9ft,494.02499999994797,-1.0,0.5842355489730835,0.13985663652420044,0.0,,298.0809702388143,1.9190297611856977,-2.4311705971510205,9.593411007230316,-0.00017079232748153875,0.3124880666893563,0.001684947083432078,0.312240632561054,0.012388849481219504,-0.005648702153289609,-0.32364679310995476,-0.007423658882546491,-0.04384275858179247,-0.001449211450862745,-1.8358872952125045e-05,0.0008140523684123811,324.193701847516,0.5609984782248766,-0.17903941112756727,0.1945862725496292,0.39,-0.05924978729667601,,,-0.17903941112756727,,,,local_extrapolation,0.5619951711531133,0.5609984782248766,0.5609984782248766,0.0,,,,,,,,,,
capture_to_9ft,494.09999999994795,-1.0,0.5842158794403076,0.13392949104309082,0.0,,298.08109527939945,1.9189047206005512,-2.407370207549312,9.594358303638273,-0.00018857522882295957,0.32259906184049103,0.0017068519320834815,0.32234739590256073,0.012711447288621622,-0.005587340370610595,-0.3201310219390483,-0.007422343878638488,-0.04395242762258386,-0.0014301222114812924,-1.7194828598583794e-05,0.0008234595991932939,324.19350279270833,0.5609964559491325,-0.17903946030139922,0.19443216676712036,0.39,-0.05934110072303156,,,-0.17903946030139922,,,,local_extrapolation,0.562000675251992,0.5609964559491325,0.5609964559491325,0.0,,,,,,,,,,
capture_to_9ft,494.17499999994794,-1.0,0.5842335224151611,0.1280106157064438,0.0,,298.08122421443915,1.9187757855608538,-2.382801048440495,9.595347023590875,-0.00012958118893835382,0.3331629564742434,0.0018109868594446577,0.3328805620181058,0.01363489454163499,-0.005525609521094044,-0.31659410479599276,-0.007420920579953993,-0.04406329804673094,-0.0015063483578446524,-1.8254709694166476e-05,0.0008215233726872233,324.19329544455536,0.5609963233828748,-0.17903941619396208,0.19427827600836756,0.39,-0.05943583036382734,,,-0.17903941619396208,,,,local_extrapolation,0.562006385270009,0.5609963233828748,0.5609963233828748,0.0,,,,,,,,,,
capture_to_9ft,494.24999999994793,-1.0,0.5840661525726318,0.12185633182525635,0.0,,298.08135416102743,1.9186458389725658,-2.357490823696191,9.59635737153485,-0.00017577467238167298,0.3427812987224931,0.0017974647081914618,0.3425049485742213,0.013718467665354237,-0.005463982366599397,-0.3130631289400488,-0.007419475294736122,-0.04417224074084792,-0.0014581799986248885,-1.5275596703613273e-05,0.0008180416849573004,324.1930916558195,0.5609879706200922,-0.1790398346185684,0.19411826462745668,0.39,-0.05953470235908753,,,-0.1790398346185684,,,,local_extrapolation,0.5620123449767023,0.5609879706200922,0.5609879706200922,0.0,,,,,,,,,,
capture_to_9ft,494.3249999999479,-1.0,0.584151029586792,0.11595888435840607,0.0,,298.0814882439632,1.9185117560368212,-2.3314280228232205,9.597412518231522,-0.0001475797297474336,0.3528545032065317,0.0018641670549389027,0.35255772187884327,0.014401103716687806,-0.0054030993105107505,-0.3095747867823111,-0.007417942513061831,-0.04428386176728241,-0.001497705979895146,-1.6213339373152172e-05,0.0008031712085857752,324.19288281326885,0.5609914761829632,-0.17903962242603302,0.19396493099331857,0.39,-0.059635737153485024,,,-0.17903962242603302,,,,local_extrapolation,0.5620184350504269,0.5609914761829632,0.5609914761829632,0.0,,,,,,,,,,
capture_to_9ft,494.3999999999479,-1.0,0.584056556224823,0.10982698947191238,0.0,,298.08162647537625,1.918373524623746,-2.3046202517268974,9.598514644382249,-0.00013483104405930327,0.36268306012329793,0.001912539454869087,0.36237078002320855,0.014968514168410881,-0.005343530879961199,-0.30616176711960363,-0.007416542995804617,-0.04439623911814267,-0.0014848185008360985,-1.6499264828898092e-05,0.0007823620023346545,324.1926678012224,0.5609868021800097,-0.17903985860943794,0.19380550172626973,0.39,-0.0597412518231522,,,-0.17903985860943794,,,,local_extrapolation,0.5620247951575675,0.5609868021800097,0.5609868021800097,0.0,,,,,,,,,,
capture_to_9ft,494.4749999999479,-1.0,0.5839983224868774,0.10370621085166931,0.0,,298.08176759606056,1.9182324039394416,-2.2770859344035577,9.599654773305701,-0.00013566601864228867,0.37225720640830384,0.0019445951887133496,0.3719346313423709,0.015414813127463508,-0.005285718324578692,-0.30284935169331967,-0.007415148949511853,-0.044507501408760794,-0.001472777339955958,-1.445670987660362e-05,0.0007558304772567001,324.19245434600435,0.5609839587422436,-0.1790400041937828,0.1936463614821434,0.39,-0.059851464438224866,,,-0.1790400041937828,,,,local_extrapolation,0.5620314384427365,0.5609839587422436,0.5609839587422436,0.0,,,,,,,,,,
capture_to_9ft,494.5499999999479,-1.0,0.5839720964431763,0.09760183095932007,0.0,,298.081910468613,1.918089531387011,-2.248843754058452,9.600823977151322,-0.00014882501378791265,0.3815776491976084,0.001961891369058374,0.38124977537696775,0.01574526114577552,-0.005230089467705312,-0.29966205297533766,-0.007413669183301112,-0.04461811982775021,-0.0014675867824855025,-1.2058866028653376e-05,0.0007237950855205435,324.1922385742087,0.5609829867307845,-0.17904006975889206,0.19348764760494233,0.39,-0.059965477330570144,,,-0.17904006975889206,,,,local_extrapolation,0.562038310797197,0.5609829867307845,0.5609829867307845,0.0,,,,,,,,,,
capture_to_9ft,494.6249999999479,-1.0,0.583975076675415,0.09151545912027359,0.0,,298.08205405932466,1.917945940675338,-2.2199123174242117,9.602013881380117,-0.00017331423570027434,0.39064610239565156,0.0019657501762054145,0.3903175763971349,0.015968292608309637,-0.005177042040930058,-0.2966226593070863,-0.007412137896259723,-0.04472836480549307,-0.0014626968097464436,-1.0259224765847362e-05,0.0006867053296314788,324.1920143218364,0.5609837711824964,-0.17904006230831146,0.1933294019371271,0.39,-0.06008239771513218,,,-0.17904006230831146,,,,local_extrapolation,0.5620453584065491,0.5609837711824964,0.5609837711824964,0.0,,,,,,,,,,
