epoch,train_weighted_mse,val_weighted_mse,val_normalized_rmse,novel_val_normalized_rmse
111,2.641666971478888e-06,3.5257451145298546e-06,0.0020154924131929874,0.0020154924131929874
112,3.816586353049114e-06,6.669773938483559e-06,0.002568921772763133,0.002568921772763133
113,7.286461489630314e-06,1.2931293895235285e-05,0.0034527205862104893,0.0034527205862104893
114,1.269838074351174e-05,9.312858310295269e-06,0.0028535001911222935,0.0028535001911222935
115,5.345649731551618e-06,4.996034022042295e-06,0.002248027129098773,0.002248027129098773
116,3.235378436463723e-06,4.675919171859277e-06,0.002134934766218066,0.002134934766218066
117,3.2425201391314872e-06,3.2930686302279355e-06,0.0017947183223441243,0.0017947183223441243
118,1.053707523626692e-05,2.2928785256226547e-05,0.004746201913803816,0.004746201913803816
119,8.161498848596092e-06,3.721819439306273e-06,0.0019589606672525406,0.0019589606672525406
120,4.817456297834747e-06,5.3924022722640075e-06,0.0022489873226732016,0.0022489873226732016
121,2.7679472874806674e-06,3.607652843129472e-06,0.0019334325334057212,0.0019334325334057212
122,4.042796623252513e-06,8.738965334487148e-06,0.0028546324465423822,0.0028546324465423822
123,2.5071529759544122e-05,2.0437062630662695e-05,0.004131132736802101,0.004131132736802101
124,5.941592973373679e-06,3.418370852159569e-06,0.0019209918100386858,0.0019209918100386858
125,2.1533090710823165e-06,1.1421496310504153e-05,0.003174649551510811,0.003174649551510811
126,9.40221842309171e-06,1.247737691301154e-05,0.0032924984116107225,0.0032924984116107225
127,4.239884645178477e-06,2.7622304514807183e-06,0.001792583498172462,0.001792583498172462
128,2.3082000375003227e-06,3.911438398063183e-06,0.0020517674274742603,0.0020517674274742603
129,3.2731186184333556e-06,4.159390300628729e-06,0.002064271131530404,0.002064271131530404
130,4.188352529383872e-06,2.9604867449961603e-05,0.005433716345578432,0.005433716345578432
131,8.3881944559908e-06,3.5029743230552413e-06,0.002001281827688217,0.002001281827688217
132,4.545880915807416e-06,9.69500615610741e-06,0.0031160989310592413,0.0031160989310592413
133,3.6741289512158826e-06,6.661277893726947e-06,0.0026708797086030245,0.0026708797086030245
134,2.9538783291486053e-05,2.046234476438258e-05,0.0044797565788030624,0.0044797565788030624
135,5.099199901902057e-06,2.9205291411926737e-06,0.0017491515027359128,0.0017491515027359128
136,2.111374761023537e-06,2.615242692627362e-06,0.0016849515959620476,0.0016849515959620476
137,3.2327961861812957e-06,3.3498201901238644e-06,0.0018884979654103518,0.0018884979654103518
138,2.9618043386907503e-06,6.74399416311644e-06,0.0026466818526387215,0.0026466818526387215
139,4.325992930413532e-06,4.635679033526685e-06,0.0019898279570043087,0.0019898279570043087
140,3.3857448438292925e-06,2.61942773249757e-06,0.0017416314221918583,0.0017416314221918583
141,3.2626418674599065e-06,3.3638909826549934e-06,0.0019283541478216648,0.0019283541478216648
142,4.9598705126180184e-06,6.940525054233149e-06,0.0026921697426587343,0.0026921697426587343
143,4.526732939837062e-06,6.114607003837591e-06,0.002353956690058112,0.002353956690058112
144,2.2375758341730672e-06,3.3008316222549183e-06,0.0018259556964039803,0.0018259556964039803
145,2.1941257044768045e-06,5.283479367790278e-06,0.002168437698855996,0.002168437698855996
146,1.0164149716639119e-05,6.055738595023286e-06,0.0024872012436389923,0.0024872012436389923
147,4.048986686996404e-06,4.6303384806378745e-06,0.0022034584544599056,0.0022034584544599056
148,2.6745069938812427e-06,4.042398813908221e-06,0.002048651222139597,0.002048651222139597
149,3.1851095641651216e-06,7.311878562177299e-06,0.0026781270280480385,0.0026781270280480385
150,6.061836514944869e-06,1.5132637599890586e-05,0.0039474028162658215,0.0039474028162658215
151,7.148708273910885e-06,3.9872925299277995e-06,0.0020286059007048607,0.0020286059007048607
152,3.266366958246667e-06,3.88953230867628e-06,0.0019004576606675982,0.0019004576606675982
153,4.606143729917336e-06,1.191626324725803e-05,0.0027851371560245752,0.0027851371560245752
154,7.106696486310109e-06,1.0169235793000553e-05,0.003097681561484933,0.003097681561484933
155,6.421460124299628e-06,8.356710168300197e-06,0.0024925232864916325,0.0024925232864916325
156,5.418726012504123e-06,2.9055199775029905e-06,0.0017869300208985806,0.0017869300208985806
157,1.7615880970121167e-06,2.0744457742694067e-06,0.0015304946573451161,0.0015304946573451161
158,5.706428947792852e-06,1.0249920705973636e-05,0.003273644018918276,0.003273644018918276
159,5.51491108487334e-06,7.114180789358215e-06,0.00242787878960371,0.00242787878960371
160,1.4670660626738676e-05,8.570381396566518e-06,0.0027724693063646555,0.0027724693063646555
161,5.498715796006469e-06,2.8590031888597878e-06,0.0017157085239887238,0.0017157085239887238
162,2.6304245946331503e-06,2.873867742891889e-06,0.0017136067617684603,0.0017136067617684603
163,1.956017921238388e-06,2.644186224642908e-06,0.0016930483980104327,0.0016930483980104327
164,1.7321523083625677e-06,2.1262526388454717e-06,0.0015270198928192258,0.0015270198928192258
165,3.037950258514921e-06,6.302507699729176e-06,0.0023436108604073524,0.0023436108604073524
166,6.8647114115711176e-06,1.3312129340192769e-05,0.0033401604741811752,0.0033401604741811752
167,1.4177032258366742e-05,5.875512670172611e-06,0.002287220675498247,0.002287220675498247
168,2.9722567068080523e-06,2.213929064964759e-06,0.001581291202455759,0.001581291202455759
169,1.8661839265008952e-06,3.2695331810828065e-06,0.0016669037286192179,0.0016669037286192179
170,7.70259205669191e-06,3.877348262903979e-06,0.002022478263825178,0.002022478263825178
171,3.564053283057126e-06,6.03038370172726e-06,0.002316333120688796,0.002316333120688796
172,3.7425907943246442e-06,4.557473857857985e-06,0.002072806004434824,0.002072806004434824
173,1.7771408225869192e-06,4.256415195413865e-06,0.001976140309125185,0.001976140309125185
174,4.421294973442817e-06,8.32881050882861e-06,0.00291978707537055,0.00291978707537055
175,4.073418028666978e-06,4.800542683369713e-06,0.0021467506885528564,0.0021467506885528564
176,2.842913301146497e-06,6.366036814142717e-06,0.0026265743654221296,0.0026265743654221296
177,1.2945131812455193e-05,8.854854058881756e-06,0.002888837130740285,0.002888837130740285
178,4.543706426172921e-06,6.334373665595194e-06,0.0023969330359250307,0.0023969330359250307
179,3.149065529142767e-06,2.0647671590268146e-06,0.0014720117906108499,0.0014720117906108499
180,2.0264597681390737e-06,3.1277320431399858e-06,0.0017475736094638705,0.0017475736094638705
181,3.916076875879502e-05,2.1522457245737314e-05,0.003315855050459504,0.003315855050459504
182,5.500084594901854e-06,2.4366704565181863e-06,0.0016273511573672295,0.0016273511573672295
183,1.333310711841434e-06,2.1043192646175157e-06,0.0015237894840538502,0.0015237894840538502
184,2.9150398520360393e-06,4.9146251512866e-06,0.0022739707492291927,0.0022739707492291927
185,3.0468818986483586e-06,1.797554091353959e-06,0.0014457383658736944,0.0014457383658736944
186,2.2171341661544073e-06,3.2063446724350797e-06,0.0018657866166904569,0.0018657866166904569
187,5.0885683754983984e-06,5.612612767436076e-06,0.0022302293218672276,0.0022302293218672276
188,2.342056793733314e-06,2.2699016426486196e-06,0.0015448859194293618,0.0015448859194293618
189,2.243239416557852e-06,5.233538104221225e-06,0.0023665064945816994,0.0023665064945816994
190,2.307919717870566e-06,2.4063938326435164e-06,0.0015930950175970793,0.0015930950175970793
191,2.646783048245993e-06,7.546899723820388e-06,0.002563843037933111,0.002563843037933111
192,3.409771438615895e-06,3.48509092873428e-06,0.0018454223172739148,0.0018454223172739148
193,4.9437584257043836e-06,5.797172889288049e-06,0.002234560437500477,0.002234560437500477
194,6.906154710376204e-06,5.731678356823977e-06,0.002372504211962223,0.002372504211962223
195,6.174786906166628e-06,6.903346275066724e-06,0.0024923330638557673,0.0024923330638557673
196,7.470926419936654e-06,2.639192643982824e-06,0.0015420961426571012,0.0015420961426571012
197,1.852763274535188e-06,2.2656165583612164e-06,0.0014331385027617216,0.0014331385027617216
198,3.6096285443983735e-06,4.237382199789863e-06,0.0019909462425857782,0.0019909462425857782
199,3.5053050010273786e-06,2.4172570647351677e-06,0.0016110605793073773,0.0016110605793073773
200,3.858711443301003e-06,3.3716444249876076e-06,0.00195379089564085,0.00195379089564085
201,3.478286147792539e-06,3.6602059481083415e-06,0.0017561784479767084,0.0017561784479767084
202,2.487361458313356e-06,2.439905301798717e-06,0.0016068157274276018,0.0016068157274276018
203,2.5536796143394236e-06,8.937857273849659e-06,0.0029102531261742115,0.0029102531261742115
204,4.560073989471583e-06,4.090631591679994e-06,0.0018845479935407639,0.0018845479935407639
205,2.8458976341452113e-06,4.966580036125379e-06,0.0021358018275350332,0.0021358018275350332
206,7.432656286308625e-06,3.2966047456284286e-06,0.0019449261017143726,0.0019449261017143726
207,1.9769630338158506e-06,3.226147327950457e-06,0.0019003825727850199,0.0019003825727850199
208,4.340960763510869e-06,8.71928295964608e-06,0.002929285867139697,0.002929285867139697
209,8.91059525920391e-06,4.555627583613386e-06,0.002204868011176586,0.002204868011176586
210,4.9640067526803785e-06,4.574867944029393e-06,0.0021608348470181227,0.0021608348470181227
211,3.076452607898815e-06,1.836191017901001e-06,0.0014024320989847183,0.0014024320989847183
212,3.0344541407644646e-06,4.67200652565225e-06,0.0021003081928938627,0.0021003081928938627
213,3.5013586860143025e-06,6.886012215545634e-06,0.0025757444091141224,0.0025757444091141224
214,2.455971578115891e-06,3.0402020456676837e-06,0.0017108365427702665,0.0017108365427702665
215,3.4196024236824856e-06,7.07940762367798e-06,0.0028222452383488417,0.0028222452383488417
216,3.0687312540954657e-06,3.7815225368831307e-06,0.0019143600948154926,0.0019143600948154926
217,7.5546069735115235e-06,5.636577043333091e-06,0.0021529411897063255,0.0021529411897063255
218,6.1306972789023706e-06,5.3628550631401595e-06,0.0023267369251698256,0.0023267369251698256
219,3.0449670925744867e-06,2.1788534922961844e-06,0.0014669080264866352,0.0014669080264866352
220,2.7629030113208496e-06,6.276540716498857e-06,0.002469949657097459,0.002469949657097459
221,5.070353612653262e-06,4.1471366785117425e-06,0.0018251508008688688,0.0018251508008688688
222,2.42091896557383e-06,2.5170525077555794e-06,0.001633215113542974,0.001633215113542974
223,5.868499579307461e-06,6.510213097499218e-06,0.002511926693841815,0.002511926693841815
224,2.5066046065518634e-06,2.5015360733959824e-06,0.0015671727014705539,0.0015671727014705539
225,2.3864836153259293e-06,2.878736950151506e-06,0.0017043837578967214,0.0017043837578967214
226,4.7065226321065395e-06,1.043640986608807e-05,0.0032506431452929974,0.0032506431452929974
227,4.4663233159240036e-06,3.0979856546764495e-06,0.0017078286036849022,0.0017078286036849022
228,2.3144138954913815e-06,1.8270098962602788e-06,0.0013858325546607375,0.0013858325546607375
229,1.3789139250685873e-06,2.497947434676462e-06,0.001520387246273458,0.001520387246273458
230,3.690167375522353e-06,3.973793809564086e-06,0.0018828322645276785,0.0018828322645276785
231,3.0983672037485535e-06,4.6657373786729295e-06,0.002098380122333765,0.002098380122333765
232,5.248041371906609e-06,1.1346029168635141e-05,0.003432378638535738,0.003432378638535738
233,5.767435247215302e-06,4.283895577827934e-06,0.0020052986219525337,0.0020052986219525337
234,5.759760034907242e-06,2.718298901527305e-06,0.0016712816432118416,0.0016712816432118416
235,1.5836916553720318e-06,2.939803380286321e-06,0.0016731705982238054,0.0016731705982238054
236,5.512367034382113e-06,3.0219457585189957e-06,0.0016281402204185724,0.0016281402204185724
237,3.1895122179930914e-06,4.516639819485135e-06,0.0019436803413555026,0.0019436803413555026
238,5.124451602960763e-06,2.6086968318850268e-06,0.0015677852788940072,0.0015677852788940072
239,1.415356602664572e-06,1.8182599887950346e-06,0.0014071188634261489,0.0014071188634261489
240,2.3972530308750473e-06,2.7931494059885154e-06,0.0017471789615228772,0.0017471789615228772
