valid,termination,actual_handoff_forward_ft,actual_handoff_forward_speed_fps,endpoint_hold_s,num_samples,min_vertical_speed_fps,max_abs_collective_delta,final_altitude_ft,final_vertical_speed_fps,final_position_error_ft,final_cross_track_ft
True,dagger_vs_guard,294.03485095776705,0.8893615510209988,5.025000000000007,1257,-2.028236854558658,0.0247839093208313,214.62559570440044,-2.028236854558658,-0.45523205255688026,-0.11531816500163594
True,dagger_vs_guard,295.006088741663,0.8374618632588962,5.025000000000007,1239,-2.023743861269486,0.02457273006439209,215.80451219995484,-2.023743861269486,-0.45588404520839276,-0.13138569141840556
True,dagger_vs_guard,296.0378864676223,0.7811836658218587,5.025000000000007,1226,-2.0187070840240353,0.024613499641418457,216.49004144649143,-2.0187070840240353,-0.4565068047205614,-0.14431109672801468
True,dagger_vs_guard,297.0540129400721,0.724259123124076,5.025000000000007,1219,-2.005600604198997,0.02454245090484619,216.68737339245672,-2.005600604198997,-0.4568179784150175,-0.14920779896720499
True,dagger_vs_guard,298.04537450719005,0.6672960959238694,5.025000000000007,1219,-2.0028662312569323,0.024492979049682617,216.14271371259838,-2.0028662312569323,-0.4563568182054496,-0.14238478530148774
True,dagger_vs_guard,299.00450452969176,0.6119148036692601,5.025000000000007,246,-2.0057538755664783,0.01985412836074829,279.7574557825992,-2.0057538755664783,-1.1577150405214525,-0.0494701950999696
