hover_trim,lateral_kp,lateral_kd,same_fdm_object,sim_clock_reset,safe,termination_reason,lateral_activated,activation_forward_ft,activation_forward_speed_fps,activation_cross_ft,endpoint_hover_5s,persistent_stop_at_final,persistent_lateral_at_final,persistent_hover_at_final,current_stop_hold_s,current_lateral_hold_s,current_full_hover_hold_s,max_stop_hold_s,max_lateral_hold_s,max_full_hover_hold_s,presentation_cross_pass,presentation_altitude_pass,teacher_pass,final_forward_ft,final_position_error_ft,final_forward_speed_fps,final_cross_ft,final_lateral_speed_fps,final_alt_ft,final_vs_fps,final_heading_error_deg,max_cross_ft,min_alt_ft,max_alt_ft,max_abs_pitch_deg,max_abs_roll_deg,max_abs_heading_error_deg,action2_min,action2_max
0.00018325989908678578,0.015,0.1,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.47500000000094,5.025000000000007,5.025000000000007,62.47500000000094,5.025000000000007,True,True,True,301.72860443838016,-1.7286044383801595,0.4582903080277364,0.9368036441946542,-0.16128955594091124,299.35047321296406,0.011435263035190466,0.09697602343854643,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.9139295183801037,0.22298882592600178,-0.23000000417232513,0.045347943902015686
0.00018325989908678578,0.015,0.18,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.47500000000094,5.025000000000007,5.025000000000007,62.47500000000094,5.025000000000007,True,True,True,301.7423092355013,-1.7423092355012955,0.4604588078873304,0.5467962730312278,-0.11193512334238122,299.3527505288175,0.011703943987437479,0.10558820629619928,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.9139295183801037,0.2197806426918926,-0.23000000417232513,0.05213494971394539
0.00018325989908678578,0.015,0.26,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.47500000000094,5.025000000000007,5.025000000000007,62.47500000000094,5.025000000000007,True,True,True,301.7491963097152,-1.7491963097152166,0.4614415799888574,0.28439319688538583,-0.0794180542157571,299.3547247618326,0.011880016141629125,0.11116573202251606,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.9139295183801037,0.2166213889991747,-0.23000000417232513,0.05890805274248123
0.00018325989908678578,0.025,0.1,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.40000000000094,5.025000000000007,5.025000000000007,62.40000000000094,5.025000000000007,True,True,True,301.6819518289371,-1.6819518289370876,0.4604668316419534,0.0823668537153891,-0.19869401320532615,299.34499730708103,0.01197786027294481,0.09185522281839018,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.9176298724337113,0.23124034687236555,-0.23000000417232513,0.069539874792099
0.00018325989908678578,0.025,0.18,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.47500000000094,5.025000000000007,5.025000000000007,62.47500000000094,5.025000000000007,True,True,True,301.73798203419375,-1.7379820341937489,0.46039386616663985,0.08567130584744129,-0.13414522546182497,299.34942432189973,0.012060606036407667,0.10260265272567305,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.9139295183801037,0.22713615884502722,-0.23000000417232513,0.07618454843759537
0.00018325989908678578,0.025,0.26,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.47500000000094,5.025000000000007,5.025000000000007,62.47500000000094,5.025000000000007,True,True,True,301.74807889604284,-1.7480788960428413,0.46133939003087965,0.07988304881298655,-0.0937097176211433,299.3523748348034,0.01209908680105826,0.10917505067640186,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.9139295183801037,0.22318736396684402,-0.23000000417232513,0.08284375071525574
0.00018325989908678578,0.035,0.1,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.40000000000094,5.025000000000007,5.025000000000007,62.40000000000094,5.025000000000007,True,True,True,301.68254030873686,-1.6825403087368613,0.46329610549181943,-0.7401469791686054,-0.1830704884376975,299.34324383116336,0.012614046924528192,0.09565569037798145,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.934380309246095,0.23888070453625407,-0.23000000417232513,0.09371981769800186
0.00018325989908678578,0.035,0.18,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.47500000000094,5.025000000000007,5.025000000000007,62.47500000000094,5.025000000000007,True,True,True,301.73950432680454,-1.7395043268045356,0.46174970625302314,-0.40662514759516005,-0.1244683847963414,299.3479899582976,0.012534060412482773,0.10490181704221814,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.9222462306153743,0.23391904443223288,-0.23000000417232513,0.10022943466901779
0.00018325989908678578,0.035,0.26,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.47500000000094,5.025000000000007,5.025000000000007,62.47500000000094,5.025000000000007,True,True,True,301.74944576945734,-1.7494457694573384,0.4618510438856548,-0.20200866087443248,-0.08984711082889509,299.3511885702892,0.012426030808270653,0.11021992197686961,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.9139295183801037,0.22923084740550867,-0.23000000417232513,0.10679364204406738
0.00018325989908678578,0.045,0.1,True,False,True,endpoint_hover_5s,True,235.48909359440952,3.9965743539861105,-2.3924147615045035,True,True,True,True,5.025000000000007,62.47500000000094,5.025000000000007,5.025000000000007,62.47500000000094,5.025000000000007,True,True,True,301.73109866339803,-1.7310986633980292,0.4650065373091956,-1.3249692267430102,-0.11875303925712247,299.34487465756456,0.01331610814031936,0.10721810842639186,4.161967335332553,298.6477209252348,304.98935536554745,0.8180604085855905,2.951459246830184,0.2459178547942201,-0.23000000417232513,0.11788776516914368
