time_s,forward_ft,position_error_ft,forward_speed_fps,cross_track_ft,lateral_speed_fps,altitude_ft,vertical_speed_fps,heading_error_deg,pitch_deg,roll_deg,action0,action1,action2,action3,physical_aileron_cmd,stop_hold_s,lateral_hold_s,full_hover_hold_s
13.875,197.36275865305367,102.63724134694633,5.767820955951156,-2.9986319172721965,0.13275424022554486,304.39238308855283,-0.2737479588473513,0.09002274638685337,0.3779077787722075,-2.8343818644739844,-0.559191882610321,-0.5898304581642151,-0.23712533712387085,-0.0011336049064993858,0.18478474123477936,0.0,13.874999999999957,0.0
13.95,197.79448851425107,102.20551148574893,5.7416148701194425,-2.9868326193016896,0.13280531132613105,304.3716728665149,-0.278507918622458,0.08670950025853952,0.3656085805465582,-2.8350589961144608,-0.5586034059524536,-0.5879549980163574,-0.2367745041847229,-0.001121337409131229,0.1847938628911972,0.0,13.949999999999957,0.0
14.025,198.2242709431569,101.77572905684309,5.7159108134521,-2.9750465569889055,0.13275835538848346,304.35060929171914,-0.28317068168234416,0.08389461836488953,0.3533950491334077,-2.835764583795,-0.558012068271637,-0.5861228704452515,-0.23635543882846832,-0.0011092697968706489,0.18480475859045983,0.0,14.024999999999956,0.0
14.1,198.6521431963659,101.3478568036341,5.690705513437858,-2.963277252666116,0.13261112253792484,304.32919967298085,-0.2877355748776858,0.08163348461052096,0.34127297355061725,-2.836489548783262,-0.5574173927307129,-0.5843368172645569,-0.2358684092760086,-0.0010973844910040498,0.18481742135882379,0.0,14.099999999999955,0.0
14.174999999999999,199.07814229720094,100.92185770279906,5.665995343707733,-2.951528028932013,0.13236308543134412,304.3074513874508,-0.2922018882592209,0.07997110182388817,0.3292475420928615,-2.837225155186761,-0.5568187832832336,-0.5826053023338318,-0.23531495034694672,-0.001085667754523456,0.1848318112909794,0.0,14.174999999999955,0.0
14.25,199.50230496573303,100.49769503426697,5.641776340037632,-2.939801936409217,0.13201538734341384,304.28537183831077,-0.2965688827343548,0.07894144733214713,0.31732359697455736,-2.8379631709545974,-0.5562158823013306,-0.5809411406517029,-0.23469802737236023,-0.0010740973521023989,0.18484785128831865,0.0,14.249999999999954,0.0
14.325,199.9246676135961,100.07533238640389,5.61804420553764,-2.928101762241935,0.13157076403759463,304.26296851661164,-0.30083577276867274,0.07856702605510701,0.305505871369338,-2.8386960157800383,-0.5556077361106873,-0.5793625116348267,-0.23402158915996552,-0.0010626553557813168,0.1848654386818409,0.0,14.324999999999953,0.0
14.399999999999999,200.34526633621644,99.65473366378356,5.594794309685259,-2.9164299748566958,0.13103343753056884,304.2402489556989,-0.3050017249637604,0.07885862561198484,0.29379922446684936,-2.839416891562302,-0.5549938678741455,-0.5778912901878357,-0.23329100012779236,-0.0010513175511732697,0.1848844339966774,0.0,14.399999999999952,0.0
14.475,200.76413686097268,99.23586313902732,5.572021679577064,-2.9047886984620375,0.13040898576852716,304.21722076701553,-0.3090658619785564,0.07981527672263482,0.2822088557477875,-2.84011990342263,-0.5543735027313232,-0.5765537619590759,-0.23251305520534515,-0.0010400600731372833,0.18490466056466104,0.0,14.474999999999952,0.0
14.549999999999999,201.18131454460342,98.81868545539658,5.5497209845427005,-2.8931797130482253,0.1297041916712669,304.193891607576,-0.3130272634705529,0.0814244147487092,0.2707405094989834,-2.840800167896103,-0.5537460446357727,-0.5753792524337769,-0.231695294380188,-0.0010288567282259464,0.18492592234611513,0.0,14.549999999999951,0.0
14.625,201.59683434210453,98.40316565789547,5.527886521046207,-2.8816044288892044,0.12892687358543672,304.170269235266,-0.3168849693167944,0.0836622385647777,0.2594006517358429,-2.841453889613603,-0.5531107783317566,-0.5743992328643799,-0.2308465838432312,-0.0010176830692216754,0.184947988820076,0.0,14.62499999999995,0.0
14.7,202.0107307756187,97.9892692243813,5.506512189743915,-2.870063924781173,0.12808570072395056,304.14636144049746,-0.32063798039210145,0.08649425820877614,0.2481966082479681,-2.8420784269177406,-0.5524670481681824,-0.5736472606658936,-0.22997666895389557,-0.0010065108072012663,0.18497060660719872,0.0,14.69999999999995,0.0
14.774999999999999,202.423037921476,97.57696207852399,5.485591463002562,-2.8585589395429514,0.12718999727192165,304.12217614062547,-0.3242852590368296,0.08987601892405889,0.23713668233534277,-2.842672333438416,-0.5518141388893127,-0.5731586813926697,-0.22909604012966156,-0.0009953161934390664,0.1849935029566288,0.0,14.774999999999949,0.0
14.85,202.83378936612817,97.16621063387183,5.465117357200528,-2.8470898635129513,0.12624953645543058,304.0977212822504,-0.32782574715524426,0.09375398688591512,0.22623025637767402,-2.8432353824934995,-0.551151692867279,-0.572968602180481,-0.22821639478206635,-0.0009840702405199409,0.1850163737356663,0.0,14.849999999999948,0.0
14.924999999999999,203.24301816725554,96.75698183274446,5.445082402852714,-2.8356568362744174,0.1252743326802448,304.0730049324238,-0.33125836513878665,0.09806658029129114,0.21548784649286293,-2.843768577282797,-0.5504789352416992,-0.5731123089790344,-0.22734948992729187,-0.0009727485594339669,0.18503891326189043,0.0,14.924999999999947,0.0
15.0,203.65075683562728,96.34924316437272,5.425478612330794,-2.824259699913256,0.12427443123908985,304.04803520696123,-0.3345820211510365,0.10274532556784471,0.2049211268217063,-2.844274124788116,-0.5497955679893494,-0.573623776435852,-0.22650790214538574,-0.0009613263537175953,0.18506079454421998,0.0,14.999999999999947,0.0
15.075,204.05703729361514,95.94296270638486,5.406297451240725,-2.8128981052412088,0.12325970020805874,304.02282032909807,-0.33779563010595065,0.10771611865364072,0.19454291707972046,-2.844755401134902,-0.5491012334823608,-0.574535071849823,-0.22570468485355377,-0.0009497787686996162,0.1850816781938076,0.0,15.074999999999946,0.0
